0 0 0.000389953
0 204.082 0.000204723
0 408.163 -5.23806e-05
0 612.245 -0.000298981
0 816.327 -0.000439416
0 1020.41 -0.000408961
0 1224.49 -0.000201118
0 1428.57 0.000129276
0 1632.65 0.00048413
0 1836.73 0.00075534
0 2040.82 0.000862756
0 2244.9 0.000779288
0 2448.98 0.000531595
0 2653.06 0.000180604
0 2857.14 -0.000203899
0 3061.22 -0.000563081
0 3265.31 -0.000860199
0 3469.39 -0.00108313
0 3673.47 -0.00123916
0 3877.55 -0.00134429
0 4081.63 -0.00141153
0 4285.71 -0.00144415
0 4489.8 -0.00143715
0 4693.88 -0.00138548
0 4897.96 -0.00129071
0 5102.04 -0.00115922
0 5306.12 -0.000995236
0 5510.2 -0.000796855
0 5714.29 -0.000560993
0 5918.37 -0.000294761
0 6122.45 -2.23431e-05
0 6326.53 0.000218039
0 6530.61 0.000384437
0 6734.69 0.000444879
0 6938.78 0.000388585
0 7142.86 0.000229544
0 7346.94 4.42349e-06
0 7551.02 -0.000231661
0 7755.1 -0.000413731
0 7959.18 -0.000484096
0 8163.27 -0.000413812
0 8367.35 -0.000217006
0 8571.43 4.76608e-05
0 8775.51 0.000290635
0 8979.59 0.000422755
0 9183.67 0.000394049
0 9387.75 0.000217915
0 9591.84 -3.43888e-05
0 9795.92 -0.000266404
0 10000 -0.000401425
204.082 0 0.000204723
204.082 204.082 7.47549e-05
204.082 408.163 -8.51967e-05
204.082 612.245 -0.000217275
204.082 816.327 -0.000264418
204.082 1020.41 -0.000201043
204.082 1224.49 -4.59426e-05
204.082 1428.57 0.000145072
204.082 1632.65 0.000299502
204.082 1836.73 0.000354856
204.082 2040.82 0.000284801
204.082 2244.9 0.000110685
204.082 2448.98 -0.000110298
204.082 2653.06 -0.000312039
204.082 2857.14 -0.000444304
204.082 3061.22 -0.000485247
204.082 3265.31 -0.000441889
204.082 3469.39 -0.000341968
204.082 3673.47 -0.000221876
204.082 3877.55 -0.000114847
204.082 4081.63 -4.15839e-05
204.082 4285.71 -6.19164e-06
204.082 4489.8 -5.05832e-07
204.082 4693.88 -1.5151e-05
204.082 4897.96 -4.80581e-05
204.082 5102.04 -0.000101158
204.082 5306.12 -0.000169275
204.082 5510.2 -0.000233677
204.082 5714.29 -0.000267511
204.082 5918.37 -0.000249032
204.082 6122.45 -0.00017207
204.082 6326.53 -4.95674e-05
204.082 6530.61 8.8587e-05
204.082 6734.69 0.000204416
204.082 6938.78 0.000264761
204.082 7142.86 0.000250266
204.082 7346.94 0.000159057
204.082 7551.02 9.86384e-06
204.082 7755.1 -0.000156029
204.082 7959.18 -0.000282815
204.082 8163.27 -0.000321108
204.082 8367.35 -0.000250513
204.082 8571.43 -9.27097e-05
204.082 8775.51 9.15764e-05
204.082 8979.59 0.000226265
204.082 9183.67 0.000255317
204.082 9387.75 0.000169613
204.082 9591.84 1.05619e-05
204.082 9795.92 -0.000151009
204.082 10000 -0.000251133
408.163 0 -5.23806e-05
408.163 204.082 -8.51967e-05
408.163 408.163 -8.1768e-05
408.163 612.245 -3.53259e-05
408.163 816.327 4.27695e-05
408.163 1020.41 0.000122113
408.163 1224.49 0.000163382
408.163 1428.57 0.000134765
408.163 1632.65 2.44357e-05
408.163 1836.73 -0.000153753
408.163 2040.82 -0.000358387
408.163 2244.9 -0.000527459
408.163 2448.98 -0.000598693
408.163 2653.06 -0.000533865
408.163 2857.14 -0.000332084
408.163 3061.22 -2.71181e-05
408.163 3265.31 0.000326738
408.163 3469.39 0.000673157
408.163 3673.47 0.000967961
408.163 3877.55 0.00118459
408.163 4081.63 0.00131449
408.163 4285.71 0.00136493
408.163 4489.8 0.00135187
408.163 4693.88 0.00128757
408.163 4897.96 0.0011714
408.163 5102.04 0.00099516
408.163 5306.12 0.000759212
408.163 5510.2 0.000483344
408.163 5714.29 0.000203981
408.163 5918.37 -3.68961e-05
408.163 6122.45 -0.000202343
408.163 6326.53 -0.00026918
408.163 6530.61 -0.000236196
408.163 6734.69 -0.000125743
408.163 6938.78 2.43369e-05
408.163 7142.86 0.000169648
408.163 7346.94 0.000265703
408.163 7551.02 0.000279009
408.163 7755.1 0.000203348
408.163 7959.18 6.76783e-05
408.163 8163.27 -7.53089e-05
408.163 8367.35 -0.000172839
408.163 8571.43 -0.000194666
408.163 8775.51 -0.00014502
408.163 8979.59 -5.73078e-05
408.163 9183.67 2.48591e-05
408.163 9387.75 6.88382e-05
408.163 9591.84 6.62538e-05
408.163 9795.92 3.34871e-05
408.163 10000 -5.8855e-07
612.245 0 -0.000298981
612.245 204.082 -0.000217275
612.245 408.163 -3.53259e-05
612.245 612.245 0.000186213
612.245 816.327 0.000358078
612.245 1020.41 0.000401545
612.245 1224.49 0.000282314
612.245 1428.57 2.58579e-05
612.245 1632.65 -0.000293884
612.245 1836.73 -0.000583711
612.245 2040.82 -0.00075875
612.245 2244.9 -0.000761575
612.245 2448.98 -0.00057552
612.245 2653.06 -0.000229106
612.245 2857.14 0.000213357
612.245 3061.22 0.000672102
612.245 3265.31 0.0010758
612.245 3469.39 0.00138052
612.245 3673.47 0.00157522
612.245 3877.55 0.00167302
612.245 4081.63 0.00169857
612.245 4285.71 0.00167978
612.245 4489.8 0.0016411
612.245 4693.88 0.00159348
612.245 4897.96 0.00152558
612.245 5102.04 0.00140991
612.245 5306.12 0.00122258
612.245 5510.2 0.000959161
612.245 5714.29 0.000637429
612.245 5918.37 0.000292315
612.245 6122.45 -2.96061e-05
612.245 6326.53 -0.000277637
612.245 6530.61 -0.000410788
612.245 6734.69 -0.000410429
612.245 6938.78 -0.000283893
612.245 7142.86 -6.57677e-05
612.245 7346.94 0.000181905
612.245 7551.02 0.000382356
612.245 7755.1 0.000471478
612.245 7959.18 0.000423676
612.245 8163.27 0.000259856
612.245 8367.35 3.71082e-05
612.245 8571.43 -0.000171903
612.245 8775.51 -0.000302987
612.245 8979.59 -0.000321099
612.245 9183.67 -0.000231128
612.245 9387.75 -7.43031e-05
612.245 9591.84 8.96865e-05
612.245 9795.92 0.000208579
612.245 10000 0.000259747
816.327 0 -0.000439416
816.327 204.082 -0.000264418
816.327 408.163 4.27695e-05
816.327 612.245 0.000358078
816.327 816.327 0.000534641
816.327 1020.41 0.000479802
816.327 1224.49 0.000201841
816.327 1428.57 -0.000192884
816.327 1632.65 -0.000550065
